Revit_Category,Parameter_Name,Parameter_GUID,Data_Type,Group_Name,Binding_Type,Description,Has_Formula,Formula,Input_Parameters,Discipline,User_Modifiable,Hide_When_No_Value
Specialty Equipment,FLT_SURFACE_PATTERN_TXT,420a5a84-1677-4f22-8c19-cb63c5e0c36d,TEXT,TPL_TRACKING,Type,Override surface pattern [ISO 19650-1:2018],False,,,,1,0
Sprinklers,FLT_SURFACE_PATTERN_TXT,420a5a84-1677-4f22-8c19-cb63c5e0c36d,TEXT,TPL_TRACKING,Type,Override surface pattern [ISO 19650-1:2018],False,,,,1,0
Stairs,FLT_SURFACE_PATTERN_TXT,420a5a84-1677-4f22-8c19-cb63c5e0c36d,TEXT,TPL_TRACKING,Type,Override surface pattern [ISO 19650-1:2018],False,,,,1,0
Walls,FLT_SURFACE_PATTERN_TXT,420a5a84-1677-4f22-8c19-cb63c5e0c36d,TEXT,TPL_TRACKING,Type,Override surface pattern [ISO 19650-1:2018],False,,,,1,0
Windows,FLT_SURFACE_PATTERN_TXT,420a5a84-1677-4f22-8c19-cb63c5e0c36d,TEXT,TPL_TRACKING,Type,Override surface pattern [ISO 19650-1:2018],False,,,,1,0
Doors,BLE_STRUCT_SEISMIC_DESIGN_BOOL,6002d584-21c6-59f6-9a92-a7f81e72504a,YESNO,CST_PROC,Type,Ble Struct Seismic Design Bool [ISO 19650-1:2018],False,,,,1,0
Generic Models,BLE_STRUCT_SEISMIC_DESIGN_BOOL,6002d584-21c6-59f6-9a92-a7f81e72504a,YESNO,CST_PROC,Type,Ble Struct Seismic Design Bool [ISO 19650-1:2018],False,,,,1,0
Air Terminals,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Cable Trays,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Casework,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Ceilings,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Conduits,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Curtain Panels,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Curtain Wall Mullions,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Doors,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Ducts,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Electrical Equipment,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Electrical Fixtures,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Floors,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Furniture,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Generic Models,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Lighting Fixtures,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Mechanical Equipment,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Pipe Accessories,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Pipe Fittings,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Pipes,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Plumbing Equipment,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Plumbing Fixtures,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Ramps,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Roofs,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Rooms,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Specialty Equipment,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Sprinklers,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Stairs,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Walls,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Windows,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,COM_DAT,Type,Cst S Frm Release Agent L [ISO 19650-2:2018],False,,,,1,0
Doors,BLE_CEILING_TYPE_CLASSIFICATION_TXT,8ffdf285-c7d0-5751-99d5-049f16349af2,TEXT,CST_PROC,Type,Ble Ceiling Type Classification Txt [ISO 19650-1:2018],False,,,,1,0
Generic Models,BLE_CEILING_TYPE_CLASSIFICATION_TXT,8ffdf285-c7d0-5751-99d5-049f16349af2,TEXT,CST_PROC,Type,Ble Ceiling Type Classification Txt [ISO 19650-1:2018],False,,,,1,0
Generic Models,PLM_DRN_BODY_MAT_TXT,cb002a86-4d9f-57a5-9561-dec2f72590bf,TEXT,PLM_DRN,Type,Plm Drn Body Mat Txt [ISO 19650-1:2018],False,,,,1,0
Pipe Accessories,PLM_DRN_BODY_MAT_TXT,cb002a86-4d9f-57a5-9561-dec2f72590bf,TEXT,PLM_DRN,Type,Plm Drn Body Mat Txt [ISO 19650-1:2018],False,,,,1,0
Pipe Fittings,PLM_DRN_BODY_MAT_TXT,cb002a86-4d9f-57a5-9561-dec2f72590bf,TEXT,PLM_DRN,Type,Plm Drn Body Mat Txt [ISO 19650-1:2018],False,,,,1,0
Pipes,PLM_DRN_BODY_MAT_TXT,cb002a86-4d9f-57a5-9561-dec2f72590bf,TEXT,PLM_DRN,Type,Plm Drn Body Mat Txt [ISO 19650-1:2018],False,,,,1,0
Plumbing Equipment,PLM_DRN_BODY_MAT_TXT,cb002a86-4d9f-57a5-9561-dec2f72590bf,TEXT,PLM_DRN,Type,Plm Drn Body Mat Txt [ISO 19650-1:2018],False,,,,1,0
Plumbing Fixtures,PLM_DRN_BODY_MAT_TXT,cb002a86-4d9f-57a5-9561-dec2f72590bf,TEXT,PLM_DRN,Type,Plm Drn Body Mat Txt [ISO 19650-1:2018],False,,,,1,0
Sprinklers,PLM_DRN_BODY_MAT_TXT,cb002a86-4d9f-57a5-9561-dec2f72590bf,TEXT,PLM_DRN,Type,Plm Drn Body Mat Txt [ISO 19650-1:2018],False,,,,1,0
Air Terminals,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Cable Trays,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Casework,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Ceilings,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Conduits,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Curtain Panels,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Curtain Wall Mullions,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Doors,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Ducts,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Electrical Equipment,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Electrical Fixtures,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Floors,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Furniture,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Generic Models,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Lighting Fixtures,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Mechanical Equipment,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Pipe Accessories,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Pipe Fittings,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Pipes,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Plumbing Equipment,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Plumbing Fixtures,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Ramps,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Roofs,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Rooms,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Specialty Equipment,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Sprinklers,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Stairs,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Walls,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Windows,CP_HEX_CODE_TXT,507d4787-323a-4e10-b4fe-810f8aca3f48,TEXT,TPL_TRACKING,Type,Color hex code [ISO 19650-1:2018],False,,,,1,0
Air Terminals,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Cable Trays,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Casework,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Ceilings,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Conduits,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Curtain Panels,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Curtain Wall Mullions,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Doors,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Ducts,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Electrical Equipment,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Electrical Fixtures,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Floors,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Furniture,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Generic Models,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Lighting Fixtures,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Mechanical Equipment,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Pipe Accessories,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Pipe Fittings,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Pipes,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Plumbing Equipment,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Plumbing Fixtures,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Ramps,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Roofs,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Rooms,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Specialty Equipment,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Sprinklers,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Stairs,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Walls,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Windows,COLOR_R_INT,32c5ea87-b947-4e06-9565-2910f0c00acc,INTEGER,TPL_TRACKING,Type,Palette color red [ISO 19650-1:2018],False,,,,1,0
Air Terminals,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Cable Trays,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Casework,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Ceilings,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Conduits,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Curtain Panels,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Curtain Wall Mullions,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Doors,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Ducts,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Electrical Equipment,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Electrical Fixtures,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Floors,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Furniture,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Generic Models,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Lighting Fixtures,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Mechanical Equipment,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Pipe Accessories,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Pipe Fittings,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Pipes,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Plumbing Equipment,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Plumbing Fixtures,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Ramps,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Roofs,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Rooms,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Specialty Equipment,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Sprinklers,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Stairs,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Walls,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Windows,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,COM_DAT,Type,Cst S Ear Hardcore Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Air Terminals,CST_UNIT_PRICE_ADHESIVE_UGX,f3ba3b8a-1950-4f08-9a31-63b759e2dc60,CURRENCY,COM_DAT,Type,Unit price per kilogram adhesive in UGX [ISO 19650-3:2020],False,,,,1,0
Cable Trays,CST_UNIT_PRICE_ADHESIVE_UGX,f3ba3b8a-1950-4f08-9a31-63b759e2dc60,CURRENCY,COM_DAT,Type,Unit price per kilogram adhesive in UGX [ISO 19650-3:2020],False,,,,1,0
Casework,CST_UNIT_PRICE_ADHESIVE_UGX,f3ba3b8a-1950-4f08-9a31-63b759e2dc60,CURRENCY,COM_DAT,Type,Unit price per kilogram adhesive in UGX [ISO 19650-3:2020],False,,,,1,0
Ceilings,CST_UNIT_PRICE_ADHESIVE_UGX,f3ba3b8a-1950-4f08-9a31-63b759e2dc60,CURRENCY,COM_DAT,Type,Unit price per kilogram adhesive in UGX [ISO 19650-3:2020],False,,,,1,0
Conduits,CST_UNIT_PRICE_ADHESIVE_UGX,f3ba3b8a-1950-4f08-9a31-63b759e2dc60,CURRENCY,COM_DAT,Type,Unit price per kilogram adhesive in UGX [ISO 19650-3:2020],False,,,,1,0
