Revit_Category,Parameter_Name,Parameter_GUID,Data_Type,Group_Name,Binding_Type,Description,Has_Formula,Formula,Input_Parameters,Discipline,User_Modifiable,Hide_When_No_Value
Generic Models,ASS_CAT_TXT,f8fe813a-44e9-5e47-9109-921171dc53b6,TEXT,ASS_MNG,Type,Ass Cat Txt [ISO 19650-3:2020],False,,,,1,0
Generic Models,ASS_CST_QUANTITY_NR,3c189e63-383c-5011-b7d9-873faed4e6c6,NUMBER,ASS_MNG,Type,Ass Cst Quantity Nr [ISO 19650-3:2020],False,,,,1,0
Generic Models,ASS_CST_TOTAL_UGX_NR,32347c5d-1605-50ab-9c8c-5dc36c0c1765,CURRENCY,ASS_MNG,Type,Ass Cst Total Ugx Nr [ISO 19650-3:2020],True,ASS_CST_UNIT_PRICE_UGX_NR * ASS_CST_QUANTITY_NR,"ASS_CST_UNIT_PRICE_UGX_NR, ASS_CST_QUANTITY_NR",COSTING,1,0
Generic Models,ASS_CST_UNIT_PRICE_UGX_NR,57d29e0c-b1ef-50e6-9c3d-d58e751c9f49,CURRENCY,ASS_MNG,Type,Ass Cst Unit Price Ugx Nr [ISO 19650-3:2020],False,,,,1,0
Electrical Equipment,ASS_DESCRIPTION_TXT,3ee68ef4-0cad-505f-a973-8817e9cf5d08,TEXT,ASS_MNG,Type,Ass Description Txt [ISO 19650-3:2020],False,,,,1,0
Rooms,ASS_DESIGN_LTG_LVL_LUX_NR,bfacc484-130a-5d4f-ab93-6980d071f989,NUMBER,ASS_MNG,Type,Ass Design Ltg Lvl Lux Nr [ISO 19650-3:2020],False,,,,1,0
Rooms,ASS_DESIGN_OCCUPANCY_INT,65769434-297a-58ea-b9af-7a885f365936,INTEGER,ASS_MNG,Type,Ass Design Occupancy Int [ISO 19650-3:2020],False,,,,1,0
Electrical Equipment,ASS_ID_TXT,8e35ebf9-4a16-5901-b566-4a5e0edd17aa,TEXT,ASS_MNG,Type,Ass Id Txt [ISO 19650-3:2020],False,,,,1,0
Electrical Equipment,ASS_LOC_TXT,b7469c27-c80e-5b59-b999-1a99ba620cd1,TEXT,ASS_MNG,Type,Ass Loc Txt [ISO 19650-3:2020],False,,,,1,0
Electrical Equipment,ASS_MANUFACTURER_TXT,822bb665-a508-5268-b490-28d8546d6300,TEXT,ASS_MNG,Type,Ass Manufacturer Txt [ISO 19650-3:2020],False,,,,1,0
Electrical Equipment,ASS_MODEL_NR_TXT,305de400-5d2f-54f6-a4ed-acc93f5a1ab2,TEXT,ASS_MNG,Type,Ass Model Nr Txt [ISO 19650-3:2020],False,,,,1,0
Rooms,ASS_ROOM_AREA_SQ_M,1514d5cf-3d32-5a68-b5cb-f18d97060e9f,AREA,ASS_MNG,Type,Ass Room Area Sq M [ISO 19650-3:2020],False,,,,1,0
Rooms,ASS_ROOM_FUNCTION_USE_TXT,124f7ab0-bdf4-5740-9c65-22cdac508908,TEXT,ASS_MNG,Type,Ass Room Function Use Txt [ISO 19650-3:2020],False,,,,1,0
Rooms,ASS_ROOM_VOLUME_CU_M,bdc645e1-057b-5dd3-a08f-c6fba2b5118e,VOLUME,ASS_MNG,Type,Ass Room Volume Cu M [ISO 19650-3:2020],True,,,,1,0
Generic Models,ASS_SERIAL_NR_TXT,56584938-d8f5-5c70-9ca1-2ac4568e9ff9,TEXT,ASS_MNG,Type,Ass Serial Nr Txt [ISO 19650-3:2020],False,,,,1,0
Electrical Equipment,ASS_STATUS_TXT,b97665a8-5e34-585b-9674-fbdd83d7637f,TEXT,ASS_MNG,Type,Ass Status Txt [ISO 19650-3:2020],False,,,,1,0
Sprinklers,ASS_SYSTEM_TYPE_TXT,2b3658d9-bfc6-56db-9df5-901337fde0f5,TEXT,ASS_MNG,Type,Ass System Type Txt [ISO 19650-3:2020],False,,,,1,0
Electrical Equipment,ASS_TAG_1_TXT,1eeb577d-342d-5039-97f1-f1dd8d80c8c4,TEXT,ASS_MNG,Type,Ass Tag 1 Txt [ISO 19650-3:2020],False,,,,1,0
Electrical Equipment,ASS_TAG_2_TXT,bf6cb687-478f-459a-8c5d-ece073c24831,TEXT,ASS_MNG,Type,Ass Tag 2 Txt [ISO 19650-3:2020],False,,,,1,0
Generic Models,ASS_TAG_3_TXT,068abd3b-650e-4a7c-ac07-82e556160de0,TEXT,ASS_MNG,Type,Ass Tag 3 Txt [ISO 19650-3:2020],False,,,,1,0
Rooms,BLE_CEILING_FINISH_TXT,7fc24153-41ea-5f24-b53a-31e8d69ce44f,TEXT,CST_PROC,Type,Ble Ceiling Finish Txt [ISO 19650-1:2018],False,,,,1,0
Ceilings,BLE_CEILING_GRID_SZ_MM,f639312b-a94a-53de-a653-b97705fd197a,LENGTH,CST_PROC,Type,Ble Ceiling Grid Sz Mm [ISO 19650-1:2018],False,,,,1,0
Ceilings,BLE_CEILING_HEIGHT_MM,b1eaf7da-66bc-50d7-8261-eba13ac865e6,LENGTH,CST_PROC,Type,Ble Ceiling Height Mm [ISO 19650-1:2018],False,,,,1,0
Ceilings,BLE_CEILING_LIGHT_REFLECTANCE_PCT,711abfdb-7127-56c1-b3f5-7f318171812d,NUMBER,CST_PROC,Type,Ble Ceiling Light Reflectance Pct [ISO 19650-1:2018],False,,,,1,0
Ceilings,BLE_CEILING_MAT_TXT,38f20d97-20e0-5896-a8c5-ac8e20d9beb3,TEXT,CST_PROC,Type,Ble Ceiling Mat Txt [ISO 19650-1:2018],False,,,,1,0
Ceilings,BLE_CEILING_NOISE_REDCTION_COEFFICIENT_NRC_NR,9d7fa63d-6e32-508e-9487-30ed356c33dd,NUMBER,CST_PROC,Type,Ble Ceiling Noise Redction Coefficient Nrc Nr [ISO 19650-1:2018],False,,,,1,0
Ceilings,BLE_CEILING_PLENUM_HEIGHT_MM,89086f07-8684-5f07-9d15-dcdd19a6bdfd,LENGTH,CST_PROC,Type,Ble Ceiling Plenum Height Mm [ISO 19650-1:2018],False,,,,1,0
Ceilings,BLE_CEILING_SYSTEM_TXT,aa702475-9c87-54f6-9c71-11f91f22f3b0,TEXT,CST_PROC,Type,Ble Ceiling System Txt [ISO 19650-1:2018],False,,,,1,0
Doors,BLE_DOOR_ACOUSTIC_RATING_DB,ef3b906d-a286-590a-8c86-533bfd2268c2,NUMBER,CST_PROC,Type,Ble Door Acoustic Rating Db [ISO 19650-1:2018],False,,,,1,0
Doors,BLE_DOOR_CLOSER_REQUIRED_BOOL,92fa4cba-f817-5ef0-8e5e-e9aeafd3135c,YESNO,CST_PROC,Type,Ble Door Closer Required Bool [ISO 19650-1:2018],False,,,,1,0
Doors,BLE_DOOR_HARDWARE_SPECIFICATION_TXT,0c1496c9-bbad-5d9d-90ce-1f9b51624a30,TEXT,CST_PROC,Type,Ble Door Hardware Specification Txt [ISO 19650-1:2018],False,,,,1,0
Doors,BLE_DOOR_HEIGHT_MM,e4519d6e-f603-593f-8262-bbbe441bba02,LENGTH,CST_PROC,Type,Ble Door Height Mm [ISO 19650-1:2018],False,,,,1,0
Doors,BLE_DOOR_MAT_TXT,62b05126-9f63-5527-8dd5-27191a89ec54,TEXT,CST_PROC,Type,Ble Door Mat Txt [ISO 19650-1:2018],False,,,,1,0
Doors,BLE_DOOR_OPERATION_TYPE_SWING_SLIDE_FOLD_ROLL_TXT,d009f8bc-c109-5d07-bbdd-e7fb0adb18c7,TEXT,CST_PROC,Type,Ble Door Operation Type Swing Slide Fold Roll Txt [ISO 19650-1:2018],False,,,,1,0
Doors,BLE_DOOR_PANIC_HARDWARE_REQUIRED_BOOL,58472693-b752-5262-bc4c-d3f2e8d533ae,YESNO,CST_PROC,Type,Ble Door Panic Hardware Required Bool [ISO 19650-1:2018],False,,,,1,0
Doors,BLE_DOOR_SECURITY_RATING_GRADE_TXT,6998b63c-2d55-57ac-a8d7-a28f6d3ad4ed,TEXT,CST_PROC,Type,Ble Door Security Rating Grade Txt [ISO 19650-1:2018],False,,,,1,0
Doors,BLE_DOOR_WIDTH_MM,0fc57b7c-5ae3-5ace-a5b2-5ab7a79493a8,LENGTH,CST_PROC,Type,Ble Door Width Mm [ISO 19650-1:2018],False,,,,1,0
Generic Models,BLE_ELE_AREA_SQ_M,d31ebc0e-6721-5d60-be6b-5bb5e9bb0f3d,AREA,CST_PROC,Type,Ble Ele Area Sq M [ISO 19650-1:2018],True,Width * Height / 1000000,"Width, Height",ARCHITECTURAL,1,0
Generic Models,BLE_FINISH_ADHESIVE_WEIGHT_KG,04d8f64c-1464-5e76-a838-73b7d4aefa20,NUMBER,CST_PROC,Type,Ble Finish Adhesive Weight Kg [ISO 19650-1:2018],True,BLE_FINISH_TILE_AREA_SQ_M * 5.5,BLE_FINISH_TILE_AREA_SQ_M,ARCHITECTURAL,1,0
Generic Models,BLE_FINISH_GROUT_WEIGHT_KG,f98d9acc-a848-5b49-8621-e6ed638618ac,NUMBER,CST_PROC,Type,Ble Finish Grout Weight Kg [ISO 19650-1:2018],True,BLE_FINISH_TILE_AREA_SQ_M * 0.8,BLE_FINISH_TILE_AREA_SQ_M,ARCHITECTURAL,1,0
Generic Models,BLE_FINISH_PAINT_AREA_SQ_M,c56be489-ef1a-51b4-a178-4b7b6dd23571,AREA,CST_PROC,Type,Ble Finish Paint Area Sq M [ISO 19650-1:2018],True,(BLE_WALL_LENGTH_MM * BLE_WALL_HEIGHT_MM / 1000000) * 0.85,"BLE_WALL_LENGTH_MM, BLE_WALL_HEIGHT_MM",ARCHITECTURAL,1,0
Generic Models,BLE_FINISH_PAINT_VOLUME_L,c87e1dfb-af8d-55d6-9f93-07598b9f4093,VOLUME,CST_PROC,Type,Ble Finish Paint Volume L [ISO 19650-1:2018],True,(BLE_FINISH_PAINT_AREA_SQ_M * BLE_FINISH_PAINT_COATS_NR) / 12,"BLE_FINISH_PAINT_AREA_SQ_M, BLE_FINISH_PAINT_COATS_NR",ARCHITECTURAL,1,0
Generic Models,BLE_FINISH_PLASTER_AREA_SQ_M,4afc242e-1975-5d43-aa02-41338779d47a,AREA,CST_PROC,Type,Ble Finish Plaster Area Sq M [ISO 19650-1:2018],True,BLE_ELE_AREA_SQ_M,BLE_ELE_AREA_SQ_M,ARCHITECTURAL,1,0
Generic Models,BLE_FINISH_TILE_AREA_SQ_M,0d076f1e-8962-50e2-9a46-c950b1087444,AREA,CST_PROC,Type,Ble Finish Tile Area Sq M [ISO 19650-1:2018],True,BLE_ELE_AREA_SQ_M * 1.1,BLE_ELE_AREA_SQ_M,ARCHITECTURAL,1,0
Generic Models,BLE_FINISH_TILE_QUANTITY_NR,c2802e8b-60cd-58d9-a1b5-6e92d1a61b33,NUMBER,CST_PROC,Type,Ble Finish Tile Quantity Nr [ISO 19650-1:2018],True,BLE_FINISH_TILE_AREA_SQ_M * 1.1 / (Tile_Width * Tile_Height / 1000000),"BLE_FINISH_TILE_AREA_SQ_M, Tile_Width, Tile_Height",ARCHITECTURAL,1,0
Floors,BLE_FLR_FINISH_MAT_TXT,b3a80a61-ac59-5361-8560-0137487aaec3,TEXT,CST_PROC,Type,Ble Flr Finish Mat Txt [ISO 19650-1:2018],False,,,,1,0
Floors,BLE_FLR_FINISH_TXT,0d0457b1-3847-5da5-87e9-ac88a720b1c8,TEXT,CST_PROC,Type,Ble Flr Finish Txt [ISO 19650-1:2018],False,,,,1,0
Floors,BLE_FLR_LD_CAP_KPA,c9176e37-501e-5f2a-b4b4-0b66a37f88b5,VOLUME,CST_PROC,Type,Ble Flr Ld Cap Kpa [ISO 19650-1:2018],False,,,,1,0
Floors,BLE_FLR_SLIP_RESISTANCE_RATING_NR,8587af48-41e4-551b-b127-47fbfba712da,NUMBER,CST_PROC,Type,Ble Flr Slip Resistance Rating Nr [ISO 19650-1:2018],False,,,,1,0
Floors,BLE_FLR_STRUCTURAL_SYSTEM_TXT,6fd7e2d6-1471-58dd-9226-6424a5ca3072,TEXT,CST_PROC,Type,Ble Flr Structural System Txt [ISO 19650-1:2018],False,,,,1,0
Floors,BLE_FLR_THICKNESS_MM,4e849c26-5bfe-5ca2-bb5a-aa39e03e31bb,LENGTH,CST_PROC,Type,Ble Flr Thickness Mm [ISO 19650-1:2018],False,,,,1,0
Roofs,BLE_ROOF_COVERING_MAT_TXT,eb06ec26-b6f5-5f3a-ad96-b8b39b7d8659,TEXT,CST_PROC,Type,Ble Roof Covering Mat Txt [ISO 19650-1:2018],False,,,,1,0
Roofs,BLE_ROOF_INS_R_VALUE_M_2K_W,3e3919d0-f25e-59de-83b2-11b60db5b9c5,ELECTRICAL_POWER,CST_PROC,Type,Ble Roof Ins R Value M 2k W [ISO 19650-1:2018],False,,,,1,0
Roofs,BLE_ROOF_PLM_DRN_SYSTEM_TYPE_TXT,22ff6f18-d985-5dba-9dcf-fe95cb053aca,TEXT,CST_PROC,Type,Ble Roof Plm Drn System Type Txt [ISO 19650-1:2018],False,,,,1,0
Roofs,BLE_ROOF_SLOPE_DEG,8d51616d-812b-58d6-a3c2-3ef872fc3ed0,ANGLE,CST_PROC,Type,Ble Roof Slope Deg [ISO 19650-1:2018],False,,,,1,0
Roofs,BLE_ROOF_SOLAR_REFLECTANCE_INDEX_NR,bd6b9e9b-777a-517c-bde4-597df17f6d94,NUMBER,CST_PROC,Type,Ble Roof Solar Reflectance Index Nr [ISO 19650-1:2018],False,,,,1,0
Roofs,BLE_ROOF_TYPE_TXT,85a719ec-5f20-5541-994f-b588c8491fbe,TEXT,CST_PROC,Type,Ble Roof Type Txt [ISO 19650-1:2018],False,,,,1,0
Roofs,BLE_ROOF_WATERPROOFING_SYSTEM_TXT,ff29c3dc-01cd-5c14-b41e-c1d8fca3cfc9,TEXT,CST_PROC,Type,Ble Roof Waterproofing System Txt [ISO 19650-1:2018],False,,,,1,0
Rooms,BLE_ROOM_NAME_TXT,0bf56335-3e98-58cb-81eb-a998c017d657,TEXT,CST_PROC,Type,Ble Room Name Txt [ISO 19650-1:2018],False,,,,1,0
Rooms,BLE_ROOM_NUMBER_TXT,08c45bc2-6903-5a41-b295-9c3111de6882,TEXT,CST_PROC,Type,Ble Room Number Txt [ISO 19650-1:2018],False,,,,1,0
Structural Framing,BLE_STRUCT_BEAM_SZ_TXT,7cead505-38f5-57a5-9425-b349170a9ee7,TEXT,CST_PROC,Type,Ble Struct Beam Sz Txt [ISO 19650-1:2018],False,,,,1,0
Structural Columns,BLE_STRUCT_COLUMN_SZ_TXT,7f9e7848-00fe-54f4-be8a-d1b2921c081d,TEXT,CST_PROC,Type,Ble Struct Column Sz Txt [ISO 19650-1:2018],False,,,,1,0
Structural Columns,BLE_STRUCT_CONCRETE_GRADE_TXT,9499fb71-5eab-5b17-9f5b-8741104bd98c,TEXT,CST_PROC,Type,Ble Struct Concrete Grade Txt [ISO 19650-1:2018],False,,,,1,0
Structural Columns,BLE_STRUCT_ELE_TYPE_TXT,e21a2a53-114b-57ba-a655-39c32ce37694,TEXT,CST_PROC,Type,Ble Struct Ele Type Txt [ISO 19650-1:2018],False,,,,1,0
Structural Columns,BLE_STRUCT_MAT_TXT,fc01c335-751d-5bf6-8619-b6a7cbe9bceb,TEXT,CST_PROC,Type,Ble Struct Mat Txt [ISO 19650-1:2018],False,,,,1,0
Structural Columns,BLE_STRUCT_REINFORCEMENT_TXT,d59b4268-242b-5e77-a1c7-af165bef45d1,TEXT,CST_PROC,Type,Ble Struct Reinforcement Txt [ISO 19650-1:2018],False,,,,1,0
Structural Columns,BLE_STRUCT_STEEL_GRADE_TXT,fe130bf1-2d9b-58d7-a29a-73a55a87eeb8,TEXT,CST_PROC,Type,Ble Struct Steel Grade Txt [ISO 19650-1:2018],False,,,,1,0
Walls,BLE_WALL_CST_METHOD_TXT,8deec0f0-18f1-52ff-8e4f-a0497c244250,TEXT,CST_PROC,Type,Ble Wall Cst Method Txt [ISO 19650-1:2018],False,,,,1,0
Rooms,BLE_WALL_FINISH_TXT,7d0dd06c-f0b7-595f-8610-9cb53e4d691e,TEXT,CST_PROC,Type,Ble Wall Finish Txt [ISO 19650-1:2018],False,,,,1,0
Walls,BLE_WALL_FUNCTION_TXT,10966c31-806d-55af-ba50-91e124888e77,TEXT,CST_PROC,Type,Ble Wall Function Txt [ISO 19650-1:2018],False,,,,1,0
Walls,BLE_WALL_HEIGHT_MM,c2dd0f26-f3ed-5490-85aa-f39f19e72b65,LENGTH,CST_PROC,Type,Ble Wall Height Mm [ISO 19650-1:2018],False,,,,1,0
Walls,BLE_WALL_LENGTH_MM,fdff76e0-dada-58bc-b94a-ae26b5bb2821,LENGTH,CST_PROC,Type,Ble Wall Length Mm [ISO 19650-1:2018],False,,,,1,0
Walls,BLE_WALL_PRIMARY_WALL_MAT_TXT,83fce03a-5dbf-57cf-b9d5-d797969487f9,TEXT,CST_PROC,Type,Ble Wall Primary Wall Mat Txt [ISO 19650-1:2018],False,,,,1,0
Walls,BLE_WALL_SOUND_TRANSMISSION_CLASS_RATING_NR,a1ae48ce-4bb1-5530-ba0b-e0d6ddba76c4,NUMBER,CST_PROC,Type,Ble Wall Sound Transmission Class Rating Nr [ISO 19650-1:2018],False,,,,1,0
Walls,BLE_WALL_THERMAL_TRANSMITTANCE_U_VALUE_W_M_2K_NR,5ee56aa6-f559-578c-9b72-6100c852fda1,NUMBER,CST_PROC,Type,Ble Wall Thermal Transmittance U Value W M 2k Nr [ISO 19650-1:2018],False,,,,1,0
Walls,BLE_WALL_THICKNESS_MM,d0c788c3-fd82-50e8-8361-52f0e26cfc40,LENGTH,CST_PROC,Type,Ble Wall Thickness Mm [ISO 19650-1:2018],False,,,,1,0
Windows,BLE_WINDOW_FRAME_MAT_TXT,80c97926-59ac-5e7d-8ce0-236dd786bf9f,TEXT,CST_PROC,Type,Ble Window Frame Mat Txt [ISO 19650-1:2018],False,,,,1,0
Windows,BLE_WINDOW_GLAZING_TYPE_SINGLE_DOUBLE_TRIPLE_TXT,4d3d9bf9-9244-599c-88ae-16e0469fa44f,TEXT,CST_PROC,Type,Ble Window Glazing Type Single Double Triple Txt [ISO 19650-1:2018],False,,,,1,0
Windows,BLE_WINDOW_HEIGHT_MM,9e4ae2aa-fb63-55cc-8674-df05f460882f,LENGTH,CST_PROC,Type,Ble Window Height Mm [ISO 19650-1:2018],False,,,,1,0
Windows,BLE_WINDOW_OPERATION_TYPE_TXT,ad3d94fe-900b-5662-985c-54e2af3eb0f9,TEXT,CST_PROC,Type,Ble Window Operation Type Txt [ISO 19650-1:2018],False,,,,1,0
Windows,BLE_WINDOW_SILL_HEIGHT_FROM_FLR_MM,50341648-0677-525e-a2d8-6d8686e9e87e,LENGTH,CST_PROC,Type,Ble Window Sill Height From Flr Mm [ISO 19650-1:2018],False,,,,1,0
Windows,BLE_WINDOW_SOLAR_HEAT_GAIN_COEFFICIENT_NR,f1e3b7f1-ee7b-51e2-8aa3-2039753098fc,NUMBER,CST_PROC,Type,Ble Window Solar Heat Gain Coefficient Nr [ISO 19650-1:2018],False,,,,1,0
Windows,BLE_WINDOW_U_VALUE_W_M_2K_NR,909af979-fe49-5c81-a0f8-db5c1f5e4ee0,NUMBER,CST_PROC,Type,Ble Window U Value W M 2k Nr [ISO 19650-1:2018],False,,,,1,0
Windows,BLE_WINDOW_VISIBLE_LIGHT_TRANSMITTANCE_PCT,21068de7-9b17-5dd0-a477-ec1688fa318a,NUMBER,CST_PROC,Type,Ble Window Visible Light Transmittance Pct [ISO 19650-1:2018],False,,,,1,0
Windows,BLE_WINDOW_WIDTH_MM,d7506fd3-c17c-513a-8c82-2a632e55a0a6,LENGTH,CST_PROC,Type,Ble Window Width Mm [ISO 19650-1:2018],False,,,,1,0
Generic Models,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,COM_DAT,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],True,BLE_ELE_AREA_SQ_M * 1.1,BLE_ELE_AREA_SQ_M,ARCHITECTURAL,1,0
Generic Models,ASS_CST_LIFECYCLE_UGX_NR,b0853b7d-8b73-5234-a97f-9a33120b432b,CURRENCY,ASS_MNG,Type,Ass Cst Lifecycle Ugx Nr [ISO 19650-3:2020],True,ASS_CST_INSTALL_UGX_NR + (ASS_CST_ANNUAL_MAINTENANCE_UGX_NR * ASS_EXPECTED_LIFE_YEARS_YRS),"ASS_CST_INSTALL_UGX_NR, ASS_CST_ANNUAL_MAINTENANCE_UGX_NR, ASS_EXPECTED_LIFE_YEARS_YRS",COSTING,1,0
Generic Models,ASS_PMT_CST_TOTAL_CST_UGX_NR,ee737637-24a5-5a56-887c-4cff9ae1f9ea,CURRENCY,COM_DAT,Type,Ass Pmt Cst Total Cst Ugx Nr [ISO 19650-3:2020],True,ASS_PMT_CST_LABOUR_CST_UGX_NR + ASS_PMT_CST_MAT_CST_UGX_NR,"ASS_PMT_CST_LABOUR_CST_UGX_NR, ASS_PMT_CST_MAT_CST_UGX_NR",COSTING,1,0
Generic Models,CST_CALC_ADHESIVE_KG,6b26cd97-17ab-4225-860a-41b35d08e2fb,CURRENCY,COM_DAT,Type,Calculated tile adhesive in kilograms [ISO 19650-3:2020],True,CST_CALC_TILE_M2 * 5.5,CST_CALC_TILE_M2,CONSTRUCTION,1,0
Generic Models,CST_CALC_BLOCKS_NR,ba5d66ec-75db-4135-88d5-be53b118e636,NUMBER,COM_DAT,Type,Calculated number of blocks required [ISO 19650-3:2020],True,CST_S_MAS_NET_AREA_SQ_M * 12.5 * 1.03,CST_S_MAS_NET_AREA_SQ_M,CONSTRUCTION,1,0
Generic Models,CST_CALC_CEMENT_PLASTER_BAGS,349aa1b3-c19c-4ee1-9d55-cf612f25c382,CURRENCY,COM_DAT,Type,Calculated cement bags for plaster (50kg) [ISO 19650-3:2020],True,CST_CALC_PLASTER_M3 * 6.5,CST_CALC_PLASTER_M3,CONSTRUCTION,1,0
Generic Models,CST_CALC_FASTENERS_NR,468502b3-fd75-4a13-8dd5-b1eef375ca61,NUMBER,COM_DAT,Type,Calculated number of fasteners [ISO 19650-3:2020],True,BLE_ELE_AREA_SQ_M * 8,BLE_ELE_AREA_SQ_M,CONSTRUCTION,1,0
Generic Models,CST_CALC_GROUT_KG,73dcb01b-c417-494b-94d6-a9c2ec185125,CURRENCY,COM_DAT,Type,Calculated grout in kilograms [ISO 19650-3:2020],True,CST_CALC_TILE_M2 * 0.8,CST_CALC_TILE_M2,CONSTRUCTION,1,0
Generic Models,CST_CALC_MORTAR_M3,b8bf24b8-07db-420d-9db1-1c2087e8ca8a,VOLUME,COM_DAT,Type,Calculated mortar volume in cubic meters [ISO 19650-3:2020],True,CST_CALC_BLOCKS_NR * 0.0063,CST_CALC_BLOCKS_NR,CONSTRUCTION,1,0
Generic Models,CST_CALC_PLASTER_M3,cc247d49-6c49-486d-ad77-ef0a182d658d,VOLUME,COM_DAT,Type,Calculated plaster volume in cubic meters [ISO 19650-3:2020],True,BLE_FINISH_PLASTER_AREA_SQ_M * 0.015 * 1.25,BLE_FINISH_PLASTER_AREA_SQ_M,CONSTRUCTION,1,0
Generic Models,CST_CALC_PRIMER_LITERS,b7205856-0f63-4030-b690-7e7d842732d6,CURRENCY,COM_DAT,Type,Calculated primer in liters [ISO 19650-3:2020],True,BLE_FINISH_PAINT_AREA_SQ_M / 12,BLE_FINISH_PAINT_AREA_SQ_M,CONSTRUCTION,1,0
Generic Models,CST_CALC_PUTTY_KG,f676b204-2f7d-42b7-b298-41d9d0591107,CURRENCY,COM_DAT,Type,Calculated putty in kilograms [ISO 19650-3:2020],True,BLE_FINISH_PAINT_AREA_SQ_M * 1.5,BLE_FINISH_PAINT_AREA_SQ_M,CONSTRUCTION,1,0
Generic Models,CST_CALC_RIDGE_CAP_M,a9a50bf6-3541-4104-8db5-917c06e1be54,CURRENCY,COM_DAT,Type,Calculated ridge capping length in meters [ISO 19650-3:2020],True,CST_S_FRM_BEAM_LENGTH_M * 1.1,CST_S_FRM_BEAM_LENGTH_M,CONSTRUCTION,1,0
Generic Models,CST_CALC_SAND_PLASTER_M3,eeffb276-c8ea-45f3-8a0c-c8a624119b61,VOLUME,COM_DAT,Type,Calculated sand for plaster in cubic meters [ISO 19650-3:2020],True,CST_CALC_PLASTER_M3 * 0.88 * 1.1,CST_CALC_PLASTER_M3,CONSTRUCTION,1,0
Generic Models,CST_CALC_SHEETS_NR,351fc9fb-0b19-451a-ac67-d6b09cf74287,NUMBER,COM_DAT,Type,Calculated number of roofing sheets [ISO 19650-3:2020],True,(BLE_ELE_AREA_SQ_M / 3) * 1.15,BLE_ELE_AREA_SQ_M,CONSTRUCTION,1,0
Generic Models,CST_CALC_STEEL_KG,2e504781-c632-4448-8107-ee2238ddf443,CURRENCY,COM_DAT,Type,Calculated steel reinforcement in kilograms [ISO 19650-3:2020],True,CST_S_CON_VOLUME_CU_M * 90,CST_S_CON_VOLUME_CU_M,CONSTRUCTION,1,0
Generic Models,CST_S_CON_AGGREGATE_VOLUME_CU_M,426e88b6-548f-5c28-adb2-efec4fc47d7f,VOLUME,COM_DAT,Type,Cst S Con Aggregate Volume Cu M [ISO 19650-2:2018],True,CST_S_CON_VOLUME_CU_M * 0.88 * 1.1,CST_S_CON_VOLUME_CU_M,CONSTRUCTION,1,0
Generic Models,CST_S_CON_CEMENT_BAGS_NR,424e9aac-c0b7-5890-b302-bab5fd5785b3,NUMBER,COM_DAT,Type,Cst S Con Cement Bags Nr [ISO 19650-2:2018],True,CST_S_CON_VOLUME_CU_M * 6.5 * 1440 / 50,CST_S_CON_VOLUME_CU_M,CONSTRUCTION,1,0
Generic Models,CST_S_CON_CST_TOTAL_UGX_NR,79396c2b-e76e-526c-83fe-470fe44b5f36,CURRENCY,COM_DAT,Type,Cst S Con Cst Total Ugx Nr [ISO 19650-2:2018],True,(CST_S_CON_CEMENT_BAGS_NR * 35000) + (CST_S_CON_SAND_VOLUME_CU_M * 80000) + (CST_S_CON_AGGREGATE_VOLUME_CU_M * 100000),"CST_S_CON_CEMENT_BAGS_NR, CST_S_CON_SAND_VOLUME_CU_M, CST_S_CON_AGGREGATE_VOLUME_CU_M",COSTING,1,0
Generic Models,CST_S_CON_SAND_VOLUME_CU_M,36863979-00ed-54f3-af15-db3364b8316d,VOLUME,COM_DAT,Type,Cst S Con Sand Volume Cu M [ISO 19650-2:2018],True,CST_S_CON_VOLUME_CU_M * 0.44 * 1.3,CST_S_CON_VOLUME_CU_M,CONSTRUCTION,1,0
Generic Models,CST_S_CON_VOLUME_CU_M,f3301427-87c2-5034-ac6f-9ee284d845de,VOLUME,COM_DAT,Type,Cst S Con Volume Cu M [ISO 19650-2:2018],True,Length * Width * Thickness / 1000000000,"Length, Width, Thickness",CONSTRUCTION,1,0
Generic Models,CST_S_CON_VOLUME_WASTAGE_CU_M,c706cb23-0173-5173-b580-4ab217436de3,VOLUME,COM_DAT,Type,Cst S Con Volume Wastage Cu M [ISO 19650-2:2018],True,CST_S_CON_VOLUME_CU_M * 1.05,CST_S_CON_VOLUME_CU_M,CONSTRUCTION,1,0
Generic Models,CST_S_CON_WTR_VOLUME_L,34bb9b34-2130-5d44-b3b3-20c9e6364019,VOLUME,COM_DAT,Type,Cst S Con Wtr Volume L [ISO 19650-2:2018],True,CST_S_CON_CEMENT_BAGS_NR * 25,CST_S_CON_CEMENT_BAGS_NR,CONSTRUCTION,1,0
Generic Models,CST_S_FRM_TIMBER_VOLUME_CU_M,1d605c56-68e8-54b1-b9ce-be971a230589,VOLUME,COM_DAT,Type,Cst S Frm Timber Volume Cu M [ISO 19650-2:2018],True,(CST_S_FRM_SLAB_AREA_SQ_M + CST_S_FRM_BEAM_AREA_SQ_M + CST_S_FRM_COLUMN_AREA_SQ_M) * 0.025,"CST_S_FRM_SLAB_AREA_SQ_M, CST_S_FRM_BEAM_AREA_SQ_M, CST_S_FRM_COLUMN_AREA_SQ_M",CONSTRUCTION,1,0
