ParameterGroup,ParameterName,GUID,DataType,BindingType,Description,RevitCategory
BLE_ELES,BLE_WALL_CST_METHOD_TXT,8deec0f0-18f1-52ff-8e4f-a0497c244250,TEXT,Type,CONSTRUCTIONMETHOD,Doors
BLE_ELES,BLE_WALL_CST_METHOD_TXT,8deec0f0-18f1-52ff-8e4f-a0497c244250,TEXT,Type,CONSTRUCTIONMETHOD,Windows
BLE_ELES,BLE_WALL_EXTERIOR_FINISH_TXT,a2b0283d-78f6-551a-9725-c54d2558ed67,TEXT,Type,EXTERIORFINISH,Doors
BLE_ELES,BLE_WALL_EXTERIOR_FINISH_TXT,a2b0283d-78f6-551a-9725-c54d2558ed67,TEXT,Type,EXTERIORFINISH,Windows
BLE_ELES,BLE_WALL_FINISH_TXT,7d0dd06c-f0b7-595f-8610-9cb53e4d691e,TEXT,Type,WALLFINISH,Doors
BLE_ELES,BLE_WALL_FINISH_TXT,7d0dd06c-f0b7-595f-8610-9cb53e4d691e,TEXT,Type,WALLFINISH,Windows
BLE_ELES,BLE_WALL_FUNCTION_TXT,10966c31-806d-55af-ba50-91e124888e77,TEXT,Type,WALLFUNCTION(EXTERIOR/INTERIOR/PARTY/SHEAR),Doors
BLE_ELES,BLE_WALL_FUNCTION_TXT,10966c31-806d-55af-ba50-91e124888e77,TEXT,Type,WALLFUNCTION(EXTERIOR/INTERIOR/PARTY/SHEAR),Windows
BLE_ELES,BLE_WALL_HEIGHT_MM,c2dd0f26-f3ed-5490-85aa-f39f19e72b65,LENGTH,Type,WALLHEIGHT(MM),Doors
BLE_ELES,BLE_WALL_HEIGHT_MM,c2dd0f26-f3ed-5490-85aa-f39f19e72b65,LENGTH,Type,WALLHEIGHT(MM),Windows
BLE_ELES,BLE_WALL_INTERIOR_FINISH_TXT,1aa80c73-1145-500a-8018-2e007cb412e6,TEXT,Type,INTERIOR_FINISH,Doors
BLE_ELES,BLE_WALL_INTERIOR_FINISH_TXT,1aa80c73-1145-500a-8018-2e007cb412e6,TEXT,Type,INTERIOR_FINISH,Windows
BLE_ELES,BLE_WALL_LENGTH_MM,fdff76e0-dada-58bc-b94a-ae26b5bb2821,LENGTH,Type,WALLLENGTH(MM),Doors
BLE_ELES,BLE_WALL_LENGTH_MM,fdff76e0-dada-58bc-b94a-ae26b5bb2821,LENGTH,Type,WALLLENGTH(MM),Windows
BLE_ELES,BLE_WALL_MOISTURE_BARRIER_INCLUDED_TXT,b0cf547c-cf10-556d-b05e-f833b518b61d,TEXT,Type,MOISTUREBARRIERINCLUDED,Doors
BLE_ELES,BLE_WALL_MOISTURE_BARRIER_INCLUDED_TXT,b0cf547c-cf10-556d-b05e-f833b518b61d,TEXT,Type,MOISTUREBARRIERINCLUDED,Windows
BLE_ELES,BLE_WALL_SOUND_TRANSMISSION_CLASS_RATING_NR,a1ae48ce-4bb1-5530-ba0b-e0d6ddba76c4,NUMBER,Type,SOUNDTRANSMISSIONCLASSRATING,Doors
BLE_ELES,BLE_WALL_SOUND_TRANSMISSION_CLASS_RATING_NR,a1ae48ce-4bb1-5530-ba0b-e0d6ddba76c4,NUMBER,Type,SOUNDTRANSMISSIONCLASSRATING,Windows
BLE_ELES,BLE_WALL_THERMAL_TRANSMITTANCE_U_VALUE_W_M_2K_NR,5ee56aa6-f559-578c-9b72-6100c852fda1,NUMBER,Type,THERMALTRANSMITTANCEU-VALUE(W/M^2K),Doors
BLE_ELES,BLE_WALL_THERMAL_TRANSMITTANCE_U_VALUE_W_M_2K_NR,5ee56aa6-f559-578c-9b72-6100c852fda1,NUMBER,Type,THERMALTRANSMITTANCEU-VALUE(W/M^2K),Windows
BLE_ELES,BLE_WALL_THICKNESS_MM,d0c788c3-fd82-50e8-8361-52f0e26cfc40,LENGTH,Type,WALLTHICKNESS(MM),Doors
BLE_ELES,BLE_WALL_THICKNESS_MM,d0c788c3-fd82-50e8-8361-52f0e26cfc40,LENGTH,Type,WALLTHICKNESS(MM),Windows
BLE_ELES,BLE_WALL_TYPE_CLASSIFICATION_TXT,123bc70f-d9f7-5d1e-818b-aea8222786fa,TEXT,Type,WALLTYPECLASSIFICATION,Doors
BLE_ELES,BLE_WALL_TYPE_CLASSIFICATION_TXT,123bc70f-d9f7-5d1e-818b-aea8222786fa,TEXT,Type,WALLTYPECLASSIFICATION,Windows
BLE_ELES,BLE_WINDOW_BURGLAR_BARS_REQUIRED_UGANDA_BOOL,6e6c7472-3a01-54a1-9711-03c99626836b,YESNO,Type,BURGLARBARSREQUIRED(UGANDA),Doors
BLE_ELES,BLE_WINDOW_BURGLAR_BARS_REQUIRED_UGANDA_BOOL,6e6c7472-3a01-54a1-9711-03c99626836b,YESNO,Type,BURGLARBARSREQUIRED(UGANDA),Windows
BLE_ELES,BLE_WINDOW_FRAME_MAT_TXT,80c97926-59ac-5e7d-8ce0-236dd786bf9f,TEXT,Type,FRAMEMATERIAL,Windows
BLE_ELES,BLE_WINDOW_GLAZING_TYPE_SINGLE_DOUBLE_TRIPLE_TXT,4d3d9bf9-9244-599c-88ae-16e0469fa44f,TEXT,Type,GLAZINGTYPE(SINGLE/DOUBLE/TRIPLE),Doors
BLE_ELES,BLE_WINDOW_GLAZING_TYPE_SINGLE_DOUBLE_TRIPLE_TXT,4d3d9bf9-9244-599c-88ae-16e0469fa44f,TEXT,Type,GLAZINGTYPE(SINGLE/DOUBLE/TRIPLE),Windows
BLE_ELES,BLE_WINDOW_HEIGHT_MM,9e4ae2aa-fb63-55cc-8674-df05f460882f,LENGTH,Type,WINDOWHEIGHT(MM),Doors
BLE_ELES,BLE_WINDOW_HEIGHT_MM,9e4ae2aa-fb63-55cc-8674-df05f460882f,LENGTH,Type,WINDOWHEIGHT(MM),Windows
BLE_ELES,BLE_WINDOW_MOSQUITO_SCREEN_INCLUDED_TXT,1ae1279e-2471-5cd5-be3a-ed5a6e2ccd3f,TEXT,Type,MOSQUITOSCREENINCLUDED,Doors
BLE_ELES,BLE_WINDOW_MOSQUITO_SCREEN_INCLUDED_TXT,1ae1279e-2471-5cd5-be3a-ed5a6e2ccd3f,TEXT,Type,MOSQUITOSCREENINCLUDED,Windows
BLE_ELES,BLE_WINDOW_OPERATION_TYPE_TXT,ad3d94fe-900b-5662-985c-54e2af3eb0f9,TEXT,Type,OPERATIONTYPE(FIXED/CASEMENT/SLIDING/AWNING),Doors
BLE_ELES,BLE_WINDOW_OPERATION_TYPE_TXT,ad3d94fe-900b-5662-985c-54e2af3eb0f9,TEXT,Type,OPERATIONTYPE(FIXED/CASEMENT/SLIDING/AWNING),Windows
BLE_ELES,BLE_WINDOW_SILL_HEIGHT_FROM_FLR_MM,50341648-0677-525e-a2d8-6d8686e9e87e,LENGTH,Type,SILLHEIGHTFROMFLOOR(MM),Doors
BLE_ELES,BLE_WINDOW_SILL_HEIGHT_FROM_FLR_MM,50341648-0677-525e-a2d8-6d8686e9e87e,LENGTH,Type,SILLHEIGHTFROMFLOOR(MM),Windows
BLE_ELES,BLE_WINDOW_SOLAR_HEAT_GAIN_COEFFICIENT_NR,f1e3b7f1-ee7b-51e2-8aa3-2039753098fc,NUMBER,Type,SOLARHEATGAINCOEFFICIENT,Doors
BLE_ELES,BLE_WINDOW_SOLAR_HEAT_GAIN_COEFFICIENT_NR,f1e3b7f1-ee7b-51e2-8aa3-2039753098fc,NUMBER,Type,SOLARHEATGAINCOEFFICIENT,Windows
BLE_ELES,BLE_WINDOW_TYPE_CLASSIFICATION_TXT,2226d834-1132-5fa8-a468-19fbb11000d4,TEXT,Type,WINDOWTYPECLASSIFICATION,Doors
BLE_ELES,BLE_WINDOW_TYPE_CLASSIFICATION_TXT,2226d834-1132-5fa8-a468-19fbb11000d4,TEXT,Type,WINDOWTYPECLASSIFICATION,Windows
BLE_ELES,BLE_WINDOW_U_VALUE_W_M_2K_NR,909af979-fe49-5c81-a0f8-db5c1f5e4ee0,NUMBER,Type,WINDOWU-VALUE(W/M^2K),Doors
BLE_ELES,BLE_WINDOW_U_VALUE_W_M_2K_NR,909af979-fe49-5c81-a0f8-db5c1f5e4ee0,NUMBER,Type,WINDOWU-VALUE(W/M^2K),Windows
BLE_ELES,BLE_WINDOW_VISIBLE_LIGHT_TRANSMITTANCE_PCT,21068de7-9b17-5dd0-a477-ec1688fa318a,NUMBER,Type,Visible Light Transmittance (%),Doors
BLE_ELES,BLE_WINDOW_VISIBLE_LIGHT_TRANSMITTANCE_PCT,21068de7-9b17-5dd0-a477-ec1688fa318a,NUMBER,Type,Visible Light Transmittance (%),Windows
BLE_ELES,BLE_WINDOW_WIDTH_MM,d7506fd3-c17c-513a-8c82-2a632e55a0a6,LENGTH,Type,WINDOWWIDTH(MM),Doors
BLE_ELES,BLE_WINDOW_WIDTH_MM,d7506fd3-c17c-513a-8c82-2a632e55a0a6,LENGTH,Type,WINDOWWIDTH(MM),Windows
COM_DAT,CBL_TYPE_TXT,b796eeed-e108-53b5-9bf7-deb0842cdea3,TEXT,Type,CABLE_CATEGORY_TYPE,Communication Devices
COM_DAT,CBL_TYPE_TXT,b796eeed-e108-53b5-9bf7-deb0842cdea3,TEXT,Type,CABLE_CATEGORY_TYPE,Data Devices
COM_DAT,CBL_TYPE_TXT,b796eeed-e108-53b5-9bf7-deb0842cdea3,TEXT,Type,CABLE_CATEGORY_TYPE,Electrical Equipment
COM_DAT,CBL_TYPE_TXT,b796eeed-e108-53b5-9bf7-deb0842cdea3,TEXT,Type,CABLE_CATEGORY_TYPE,Nurse Call Devices
COM_DAT,CBL_TYPE_TXT,b796eeed-e108-53b5-9bf7-deb0842cdea3,TEXT,Type,CABLE_CATEGORY_TYPE,Security Devices
COM_DAT,CBL_TYPE_TXT,b796eeed-e108-53b5-9bf7-deb0842cdea3,TEXT,Type,CABLE_CATEGORY_TYPE,Telephone Devices
COM_DAT,COM_C_DEV_BACNET_INSTANCE_INT,cc10a979-3073-515a-bc65-4ea84a408858,INTEGER,Type,BACNETDEVICEINSTANCE,Communication Devices
COM_DAT,COM_C_DEV_BACNET_INSTANCE_INT,cc10a979-3073-515a-bc65-4ea84a408858,INTEGER,Type,BACNETDEVICEINSTANCE,Data Devices
COM_DAT,COM_C_DEV_BACNET_INSTANCE_INT,cc10a979-3073-515a-bc65-4ea84a408858,INTEGER,Type,BACNETDEVICEINSTANCE,Electrical Equipment
COM_DAT,COM_C_DEV_BACNET_INSTANCE_INT,cc10a979-3073-515a-bc65-4ea84a408858,INTEGER,Type,BACNETDEVICEINSTANCE,Nurse Call Devices
COM_DAT,COM_C_DEV_BACNET_INSTANCE_INT,cc10a979-3073-515a-bc65-4ea84a408858,INTEGER,Type,BACNETDEVICEINSTANCE,Security Devices
COM_DAT,COM_C_DEV_BACNET_INSTANCE_INT,cc10a979-3073-515a-bc65-4ea84a408858,INTEGER,Type,BACNETDEVICEINSTANCE,Telephone Devices
COM_DAT,COM_C_DEV_CONTROLLER_NAME_TXT,046c4fcc-67dc-5359-96f8-063acff7c6a9,TEXT,Type,PARENTCONTROLLERNAME,Communication Devices
COM_DAT,COM_C_DEV_CONTROLLER_NAME_TXT,046c4fcc-67dc-5359-96f8-063acff7c6a9,TEXT,Type,PARENTCONTROLLERNAME,Data Devices
COM_DAT,COM_C_DEV_CONTROLLER_NAME_TXT,046c4fcc-67dc-5359-96f8-063acff7c6a9,TEXT,Type,PARENTCONTROLLERNAME,Electrical Equipment
COM_DAT,COM_C_DEV_CONTROLLER_NAME_TXT,046c4fcc-67dc-5359-96f8-063acff7c6a9,TEXT,Type,PARENTCONTROLLERNAME,Nurse Call Devices
COM_DAT,COM_C_DEV_CONTROLLER_NAME_TXT,046c4fcc-67dc-5359-96f8-063acff7c6a9,TEXT,Type,PARENTCONTROLLERNAME,Security Devices
COM_DAT,COM_C_DEV_CONTROLLER_NAME_TXT,046c4fcc-67dc-5359-96f8-063acff7c6a9,TEXT,Type,PARENTCONTROLLERNAME,Telephone Devices
COM_DAT,COM_C_DEV_TYPE_TXT,9d7940a2-c4b5-5d4c-88b9-ae37facd73a3,TEXT,Type,DEVICETYPE(DDC/TEMP/HUM/PRES/DMP/VLV),Communication Devices
COM_DAT,COM_C_DEV_TYPE_TXT,9d7940a2-c4b5-5d4c-88b9-ae37facd73a3,TEXT,Type,DEVICETYPE(DDC/TEMP/HUM/PRES/DMP/VLV),Data Devices
COM_DAT,COM_C_DEV_TYPE_TXT,9d7940a2-c4b5-5d4c-88b9-ae37facd73a3,TEXT,Type,DEVICETYPE(DDC/TEMP/HUM/PRES/DMP/VLV),Electrical Equipment
COM_DAT,COM_C_DEV_TYPE_TXT,9d7940a2-c4b5-5d4c-88b9-ae37facd73a3,TEXT,Type,DEVICETYPE(DDC/TEMP/HUM/PRES/DMP/VLV),Nurse Call Devices
COM_DAT,COM_C_DEV_TYPE_TXT,9d7940a2-c4b5-5d4c-88b9-ae37facd73a3,TEXT,Type,DEVICETYPE(DDC/TEMP/HUM/PRES/DMP/VLV),Security Devices
COM_DAT,COM_C_DEV_TYPE_TXT,9d7940a2-c4b5-5d4c-88b9-ae37facd73a3,TEXT,Type,DEVICETYPE(DDC/TEMP/HUM/PRES/DMP/VLV),Telephone Devices
COM_DAT,COM_C_MEASUREMENT_RANGE_TXT,03350a20-2839-57c9-944d-3a16489eb2ec,TEXT,Type,MEASUREMENTRANGE,Communication Devices
COM_DAT,COM_C_MEASUREMENT_RANGE_TXT,03350a20-2839-57c9-944d-3a16489eb2ec,TEXT,Type,MEASUREMENTRANGE,Data Devices
COM_DAT,COM_C_MEASUREMENT_RANGE_TXT,03350a20-2839-57c9-944d-3a16489eb2ec,TEXT,Type,MEASUREMENTRANGE,Electrical Equipment
COM_DAT,COM_C_MEASUREMENT_RANGE_TXT,03350a20-2839-57c9-944d-3a16489eb2ec,TEXT,Type,MEASUREMENTRANGE,Nurse Call Devices
COM_DAT,COM_C_MEASUREMENT_RANGE_TXT,03350a20-2839-57c9-944d-3a16489eb2ec,TEXT,Type,MEASUREMENTRANGE,Security Devices
COM_DAT,COM_C_MEASUREMENT_RANGE_TXT,03350a20-2839-57c9-944d-3a16489eb2ec,TEXT,Type,MEASUREMENTRANGE,Telephone Devices
COM_DAT,COM_C_NETWORK_ADDRESS_TXT,02383c32-edc5-57f2-9214-56d9b2da9c29,TEXT,Type,NETWORKADDRESS/ID,Communication Devices
COM_DAT,COM_C_NETWORK_ADDRESS_TXT,02383c32-edc5-57f2-9214-56d9b2da9c29,TEXT,Type,NETWORKADDRESS/ID,Data Devices
COM_DAT,COM_C_NETWORK_ADDRESS_TXT,02383c32-edc5-57f2-9214-56d9b2da9c29,TEXT,Type,NETWORKADDRESS/ID,Electrical Equipment
COM_DAT,COM_C_NETWORK_ADDRESS_TXT,02383c32-edc5-57f2-9214-56d9b2da9c29,TEXT,Type,NETWORKADDRESS/ID,Nurse Call Devices
COM_DAT,COM_C_NETWORK_ADDRESS_TXT,02383c32-edc5-57f2-9214-56d9b2da9c29,TEXT,Type,NETWORKADDRESS/ID,Security Devices
COM_DAT,COM_C_NETWORK_ADDRESS_TXT,02383c32-edc5-57f2-9214-56d9b2da9c29,TEXT,Type,NETWORKADDRESS/ID,Telephone Devices
COM_DAT,COM_C_PROTOCOL_TXT,892356cc-e1c9-5eea-a99c-d92dfca7caab,TEXT,Type,COMMUNICATIONPROTOCOL,Communication Devices
COM_DAT,COM_C_PROTOCOL_TXT,892356cc-e1c9-5eea-a99c-d92dfca7caab,TEXT,Type,COMMUNICATIONPROTOCOL,Data Devices
COM_DAT,COM_C_PROTOCOL_TXT,892356cc-e1c9-5eea-a99c-d92dfca7caab,TEXT,Type,COMMUNICATIONPROTOCOL,Electrical Equipment
COM_DAT,COM_C_PROTOCOL_TXT,892356cc-e1c9-5eea-a99c-d92dfca7caab,TEXT,Type,COMMUNICATIONPROTOCOL,Nurse Call Devices
COM_DAT,COM_C_PROTOCOL_TXT,892356cc-e1c9-5eea-a99c-d92dfca7caab,TEXT,Type,COMMUNICATIONPROTOCOL,Security Devices
COM_DAT,COM_C_PROTOCOL_TXT,892356cc-e1c9-5eea-a99c-d92dfca7caab,TEXT,Type,COMMUNICATIONPROTOCOL,Telephone Devices
COM_DAT,COM_C_PWR_SUPPLY_V,60a76a4c-a4eb-58a2-b5fc-682cb3e44c5f,NUMBER,Type,POWERSUPPLY(V),Communication Devices
COM_DAT,COM_C_PWR_SUPPLY_V,60a76a4c-a4eb-58a2-b5fc-682cb3e44c5f,NUMBER,Type,POWERSUPPLY(V),Data Devices
COM_DAT,COM_C_PWR_SUPPLY_V,60a76a4c-a4eb-58a2-b5fc-682cb3e44c5f,NUMBER,Type,POWERSUPPLY(V),Electrical Equipment
COM_DAT,COM_C_PWR_SUPPLY_V,60a76a4c-a4eb-58a2-b5fc-682cb3e44c5f,NUMBER,Type,POWERSUPPLY(V),Nurse Call Devices
COM_DAT,COM_C_PWR_SUPPLY_V,60a76a4c-a4eb-58a2-b5fc-682cb3e44c5f,NUMBER,Type,POWERSUPPLY(V),Security Devices
COM_DAT,COM_C_PWR_SUPPLY_V,60a76a4c-a4eb-58a2-b5fc-682cb3e44c5f,NUMBER,Type,POWERSUPPLY(V),Telephone Devices
ELC_PWR,ELC_CBL_AMPACITY_A,4f556c4d-4ae6-5784-9a23-f5787eb9b56e,ELECTRICAL_CURRENT,Type,CABLEAMPACITY(A),Cable Tray Fittings
ELC_PWR,ELC_CBL_AMPACITY_A,4f556c4d-4ae6-5784-9a23-f5787eb9b56e,ELECTRICAL_CURRENT,Type,CABLEAMPACITY(A),Cable Trays
ELC_PWR,ELC_CBL_AMPACITY_A,4f556c4d-4ae6-5784-9a23-f5787eb9b56e,ELECTRICAL_CURRENT,Type,CABLEAMPACITY(A),Conduit Fittings
ELC_PWR,ELC_CBL_AMPACITY_A,4f556c4d-4ae6-5784-9a23-f5787eb9b56e,ELECTRICAL_CURRENT,Type,CABLEAMPACITY(A),Conduits
ELC_PWR,ELC_CBL_AMPACITY_A,4f556c4d-4ae6-5784-9a23-f5787eb9b56e,ELECTRICAL_CURRENT,Type,CABLEAMPACITY(A),Electrical Equipment
ELC_PWR,ELC_CBL_AMPACITY_A,4f556c4d-4ae6-5784-9a23-f5787eb9b56e,ELECTRICAL_CURRENT,Type,CABLEAMPACITY(A),Electrical Fixtures
ELC_PWR,ELC_CBL_COND_SZ_SQ_MM,9b26b39e-c900-580a-b4dd-126be741a922,AREA,Type,Wire Size (sq mm),Cable Tray Fittings
ELC_PWR,ELC_CBL_COND_SZ_SQ_MM,9b26b39e-c900-580a-b4dd-126be741a922,AREA,Type,Wire Size (sq mm),Cable Trays
ELC_PWR,ELC_CBL_COND_SZ_SQ_MM,9b26b39e-c900-580a-b4dd-126be741a922,AREA,Type,Wire Size (sq mm),Conduit Fittings
ELC_PWR,ELC_CBL_COND_SZ_SQ_MM,9b26b39e-c900-580a-b4dd-126be741a922,AREA,Type,Wire Size (sq mm),Conduits
ELC_PWR,ELC_CBL_COND_SZ_SQ_MM,9b26b39e-c900-580a-b4dd-126be741a922,AREA,Type,Wire Size (sq mm),Electrical Equipment
ELC_PWR,ELC_CBL_COND_SZ_SQ_MM,9b26b39e-c900-580a-b4dd-126be741a922,AREA,Type,Wire Size (sq mm),Electrical Fixtures
ELC_PWR,ELC_CBL_DERATING_FCT_NR,c6d3b094-3690-5fb0-846b-72abf8a784ab,NUMBER,Type,DERATINGFACTOR,Cable Tray Fittings
ELC_PWR,ELC_CBL_DERATING_FCT_NR,c6d3b094-3690-5fb0-846b-72abf8a784ab,NUMBER,Type,DERATINGFACTOR,Cable Trays
ELC_PWR,ELC_CBL_DERATING_FCT_NR,c6d3b094-3690-5fb0-846b-72abf8a784ab,NUMBER,Type,DERATINGFACTOR,Conduit Fittings
ELC_PWR,ELC_CBL_DERATING_FCT_NR,c6d3b094-3690-5fb0-846b-72abf8a784ab,NUMBER,Type,DERATINGFACTOR,Conduits
ELC_PWR,ELC_CBL_DERATING_FCT_NR,c6d3b094-3690-5fb0-846b-72abf8a784ab,NUMBER,Type,DERATINGFACTOR,Electrical Equipment
ELC_PWR,ELC_CBL_DERATING_FCT_NR,c6d3b094-3690-5fb0-846b-72abf8a784ab,NUMBER,Type,DERATINGFACTOR,Electrical Fixtures
ELC_PWR,ELC_CBL_DESTINATION_TO_TXT,8883920c-0f0e-536e-bef4-799801211488,TEXT,Type,CABLEDESTINATION/TO,Cable Tray Fittings
ELC_PWR,ELC_CBL_DESTINATION_TO_TXT,8883920c-0f0e-536e-bef4-799801211488,TEXT,Type,CABLEDESTINATION/TO,Cable Trays
ELC_PWR,ELC_CBL_DESTINATION_TO_TXT,8883920c-0f0e-536e-bef4-799801211488,TEXT,Type,CABLEDESTINATION/TO,Conduit Fittings
ELC_PWR,ELC_CBL_DESTINATION_TO_TXT,8883920c-0f0e-536e-bef4-799801211488,TEXT,Type,CABLEDESTINATION/TO,Conduits
ELC_PWR,ELC_CBL_DESTINATION_TO_TXT,8883920c-0f0e-536e-bef4-799801211488,TEXT,Type,CABLEDESTINATION/TO,Electrical Equipment
ELC_PWR,ELC_CBL_DESTINATION_TO_TXT,8883920c-0f0e-536e-bef4-799801211488,TEXT,Type,CABLEDESTINATION/TO,Electrical Fixtures
ELC_PWR,ELC_CBL_INSTALL_METHOD_TXT,715b004a-b0de-5605-85d0-eedf1a6ba2da,TEXT,Type,ELECTRICALCABLEINSTALLMETHOD,Cable Tray Fittings
ELC_PWR,ELC_CBL_INSTALL_METHOD_TXT,715b004a-b0de-5605-85d0-eedf1a6ba2da,TEXT,Type,ELECTRICALCABLEINSTALLMETHOD,Cable Trays
ELC_PWR,ELC_CBL_INSTALL_METHOD_TXT,715b004a-b0de-5605-85d0-eedf1a6ba2da,TEXT,Type,ELECTRICALCABLEINSTALLMETHOD,Conduit Fittings
ELC_PWR,ELC_CBL_INSTALL_METHOD_TXT,715b004a-b0de-5605-85d0-eedf1a6ba2da,TEXT,Type,ELECTRICALCABLEINSTALLMETHOD,Conduits
ELC_PWR,ELC_CBL_INSTALL_METHOD_TXT,715b004a-b0de-5605-85d0-eedf1a6ba2da,TEXT,Type,ELECTRICALCABLEINSTALLMETHOD,Electrical Equipment
ELC_PWR,ELC_CBL_INSTALL_METHOD_TXT,715b004a-b0de-5605-85d0-eedf1a6ba2da,TEXT,Type,ELECTRICALCABLEINSTALLMETHOD,Electrical Fixtures
ELC_PWR,ELC_CBL_INS_TYPE_TXT,2b14dbc5-f6ff-5bcb-b7a1-896a8ae2ec53,TEXT,Type,Insulation Type,Cable Tray Fittings
ELC_PWR,ELC_CBL_INS_TYPE_TXT,2b14dbc5-f6ff-5bcb-b7a1-896a8ae2ec53,TEXT,Type,Insulation Type,Cable Trays
ELC_PWR,ELC_CBL_INS_TYPE_TXT,2b14dbc5-f6ff-5bcb-b7a1-896a8ae2ec53,TEXT,Type,Insulation Type,Conduit Fittings
ELC_PWR,ELC_CBL_INS_TYPE_TXT,2b14dbc5-f6ff-5bcb-b7a1-896a8ae2ec53,TEXT,Type,Insulation Type,Conduits
ELC_PWR,ELC_CBL_INS_TYPE_TXT,2b14dbc5-f6ff-5bcb-b7a1-896a8ae2ec53,TEXT,Type,Insulation Type,Electrical Equipment
ELC_PWR,ELC_CBL_INS_TYPE_TXT,2b14dbc5-f6ff-5bcb-b7a1-896a8ae2ec53,TEXT,Type,Insulation Type,Electrical Fixtures
ELC_PWR,ELC_CBL_LENGTH_M,da71ae59-9744-5fe4-ad20-4b0687404e58,LENGTH,Type,Cable Length (M),Cable Tray Fittings
ELC_PWR,ELC_CBL_LENGTH_M,da71ae59-9744-5fe4-ad20-4b0687404e58,LENGTH,Type,Cable Length (M),Cable Trays
ELC_PWR,ELC_CBL_LENGTH_M,da71ae59-9744-5fe4-ad20-4b0687404e58,LENGTH,Type,Cable Length (M),Conduit Fittings
ELC_PWR,ELC_CBL_LENGTH_M,da71ae59-9744-5fe4-ad20-4b0687404e58,LENGTH,Type,Cable Length (M),Conduits
ELC_PWR,ELC_CBL_LENGTH_M,da71ae59-9744-5fe4-ad20-4b0687404e58,LENGTH,Type,Cable Length (M),Electrical Equipment
ELC_PWR,ELC_CBL_LENGTH_M,da71ae59-9744-5fe4-ad20-4b0687404e58,LENGTH,Type,Cable Length (M),Electrical Fixtures
ELC_PWR,ELC_CBL_NR_TXT,6f0de18a-a61d-5928-9cd9-449eb8d7361a,TEXT,Type,CABLE_NUMBER,Cable Tray Fittings
ELC_PWR,ELC_CBL_NR_TXT,6f0de18a-a61d-5928-9cd9-449eb8d7361a,TEXT,Type,CABLE_NUMBER,Cable Trays
ELC_PWR,ELC_CBL_NR_TXT,6f0de18a-a61d-5928-9cd9-449eb8d7361a,TEXT,Type,CABLE_NUMBER,Conduit Fittings
ELC_PWR,ELC_CBL_NR_TXT,6f0de18a-a61d-5928-9cd9-449eb8d7361a,TEXT,Type,CABLE_NUMBER,Conduits
ELC_PWR,ELC_CBL_NR_TXT,6f0de18a-a61d-5928-9cd9-449eb8d7361a,TEXT,Type,CABLE_NUMBER,Electrical Equipment
ELC_PWR,ELC_CBL_NR_TXT,6f0de18a-a61d-5928-9cd9-449eb8d7361a,TEXT,Type,CABLE_NUMBER,Electrical Fixtures
ELC_PWR,ELC_CBL_NUM_OF_CORES_NR,3d9ae221-0383-5071-b9fc-52fe92e9088d,NUMBER,Type,NUMBEROFCIRCUITWAYS,Cable Tray Fittings
ELC_PWR,ELC_CBL_NUM_OF_CORES_NR,3d9ae221-0383-5071-b9fc-52fe92e9088d,NUMBER,Type,NUMBEROFCIRCUITWAYS,Cable Trays
ELC_PWR,ELC_CBL_NUM_OF_CORES_NR,3d9ae221-0383-5071-b9fc-52fe92e9088d,NUMBER,Type,NUMBEROFCIRCUITWAYS,Conduit Fittings
ELC_PWR,ELC_CBL_NUM_OF_CORES_NR,3d9ae221-0383-5071-b9fc-52fe92e9088d,NUMBER,Type,NUMBEROFCIRCUITWAYS,Conduits
ELC_PWR,ELC_CBL_NUM_OF_CORES_NR,3d9ae221-0383-5071-b9fc-52fe92e9088d,NUMBER,Type,NUMBEROFCIRCUITWAYS,Electrical Equipment
ELC_PWR,ELC_CBL_NUM_OF_CORES_NR,3d9ae221-0383-5071-b9fc-52fe92e9088d,NUMBER,Type,NUMBEROFCIRCUITWAYS,Electrical Fixtures
ELC_PWR,ELC_CBL_SOURCE_FROM_TXT,f4e05f48-bd68-53d7-bbcf-01555243629b,TEXT,Type,CABLESOURCE/FROM,Cable Tray Fittings
ELC_PWR,ELC_CBL_SOURCE_FROM_TXT,f4e05f48-bd68-53d7-bbcf-01555243629b,TEXT,Type,CABLESOURCE/FROM,Cable Trays
ELC_PWR,ELC_CBL_SOURCE_FROM_TXT,f4e05f48-bd68-53d7-bbcf-01555243629b,TEXT,Type,CABLESOURCE/FROM,Conduit Fittings
ELC_PWR,ELC_CBL_SOURCE_FROM_TXT,f4e05f48-bd68-53d7-bbcf-01555243629b,TEXT,Type,CABLESOURCE/FROM,Conduits
ELC_PWR,ELC_CBL_SOURCE_FROM_TXT,f4e05f48-bd68-53d7-bbcf-01555243629b,TEXT,Type,CABLESOURCE/FROM,Electrical Equipment
ELC_PWR,ELC_CBL_SOURCE_FROM_TXT,f4e05f48-bd68-53d7-bbcf-01555243629b,TEXT,Type,CABLESOURCE/FROM,Electrical Fixtures
ELC_PWR,ELC_CBL_SZ_MM,d08c2c5d-577f-5861-b615-b1b427d573a7,LENGTH,Type,CABLESIZE(MM^2),Cable Tray Fittings
ELC_PWR,ELC_CBL_SZ_MM,d08c2c5d-577f-5861-b615-b1b427d573a7,LENGTH,Type,CABLESIZE(MM^2),Cable Trays
